"url","sci_name","common_name","habitat","venom_stat","threat_to_humans","human_uses1","human_uses2","IUCN_red_list_status","physical_characters","model_predictions"
"https://www.fishbase.se/summary/Periophthalmus-kalolo.html","Periophthalmus kalolo Lesson, 1831","Common mudskipper","Marine; brackish;  reef-associated; depth range 0 - 2 m. Tropical; 30°N -   20°S","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 20 June 2017","Maturity: Lm ?  range ? - ? cm Max length : 14.1 cm SL male/unsexed; (Ref. 7050)","Preferred temperature (Ref. 123201): 26.1 - 29.3, mean 28.6 °C (based on 1953 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01072 (0.00495 - 0.02318), b=2.97 (2.79 - 3.15), in cm total length, based on LWR estimates for this Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.40 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 101 [50, 213] mg/100g; Iron = 0.707 [0.341, 1.334] mg/100g; Protein = 18.9 [17.0, 20.6] %; Omega3 = 0.117 [0.050, 0.233] g/100g; Selenium = 12.3 [6.0, 25.4] μg/100g; VitaminA = 137 [35, 497] μg/100g; Zinc = 2.15 [1.40, 3.27] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Lepidogobius-lepidus.html","Lepidogobius lepidus (Girard, 1858)","Bay goby","Marine;  demersal; depth range 0 - 201 m (Ref. 2850). Subtropical; 55°N -   27°N, 136°W -   114°W","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Not Evaluated","Maturity: Lm ?  range ? - ? cm Max length : 10.0 cm TL male/unsexed; (Ref. 2850); max. reported age: 7 years (Ref. 31146)","Preferred temperature (Ref. 123201): 7.5 - 12, mean 9 °C (based on 54 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00794 (0.00428 - 0.01474), b=3.07 (2.91 - 3.23), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.4   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
						 Generation time: 8.5 ( na - na) years. Estimated as median ln(3)/K based on 1 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (K=0.13; tmax=7).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate to high vulnerability (51 of 100)."
"https://www.fishbase.se/summary/Ctenogobius-boleosoma.html","Ctenogobius boleosoma (Jordan & Gilbert, 1882)","Darter goby","Marine; freshwater; brackish;  reef-associated; amphidromous (Ref. 46888). Tropical; 11°C - 31°C (Ref. 97140); 37°N -   33°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 11 February 2019","Maturity: Lm ?  range ? - ? cm Max length : 7.5 cm TL male/unsexed; (Ref. 7251); common length : 4.0 cm TL male/unsexed; (Ref. 12193)","Preferred temperature (Ref. 123201): 23.3 - 28.1, mean 27.1 °C (based on 764 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00661 (0.00419 - 0.01042), b=3.03 (2.90 - 3.16), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.44 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 144 [75, 312] mg/100g; Iron = 0.905 [0.440, 1.683] mg/100g; Protein = 18.7 [16.8, 20.3] %; Omega3 = 0.17 [0.07, 0.32] g/100g; Selenium = 20.8 [9.8, 50.5] μg/100g; VitaminA = 128 [35, 438] μg/100g; Zinc = 2.51 [1.66, 3.68] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Gnatholepis-cauerensis.html","Gnatholepis cauerensis (Bleeker, 1853)","Eyebar goby","Marine; brackish;  reef-associated; depth range 2 - 50 m (Ref. 90102), usually 2 - 20 m (Ref. 27115). Tropical; 30°N -   28°S","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 27 January 2009","Maturity: Lm ?  range ? - ? cm Max length : 6.0 cm SL male/unsexed; (Ref. 48637)","Preferred temperature (Ref. 123201): 24.7 - 28.9, mean 27.6 °C (based on 774 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5010   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00977 (0.00442 - 0.02163), b=3.05 (2.86 - 3.24), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.3   ±0.0 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 173 [83, 398] mg/100g; Iron = 1.01 [0.47, 1.99] mg/100g; Protein = 18.2 [16.2, 19.9] %; Omega3 = 0.164 [0.069, 0.322] g/100g; Selenium = 23.8 [11.4, 62.9] μg/100g; VitaminA = 122 [29, 448] μg/100g; Zinc = 3.25 [2.10, 4.97] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Evorthodus-lyricus.html","Evorthodus lyricus (Girard, 1858)","Lyre goby","Marine; freshwater; brackish;  demersal; amphidromous (Ref. 46888). Subtropical; 20°C - 30°C (Ref. 2059); 40°N -   7°N","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 12 February 2019","Maturity: Lm ?  range ? - ? cm Max length : 15.0 cm TL male/unsexed; (Ref. 26340)","Preferred temperature (Ref. 123201): 23.5 - 28.2, mean 27.1 °C (based on 636 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.7500   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00977 (0.00442 - 0.02163), b=3.05 (2.86 - 3.24), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.5 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Gnatholepis-anjerensis.html","Gnatholepis anjerensis (Bleeker, 1851)","Eye-bar goby","Marine; brackish;  reef-associated; depth range 1 - 46 m (Ref. 11441). Tropical","nonvenomous","Harmless","Fisheries: minor commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 19 June 2017","Maturity: Lm ?  range ? - ? cm Max length : 8.4 cm SL male/unsexed; (Ref. 41653)","Preferred temperature (Ref. 123201): 24.3 - 29, mean 27.7 °C (based on 808 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5010   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00977 (0.00442 - 0.02163), b=3.05 (2.86 - 3.24), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.4   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Very high."
"https://www.fishbase.se/summary/Bathygobius-mystacium.html","Bathygobius mystacium Ginsburg, 1947","Island frillfin","Marine;  demersal. Tropical; - 21°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 March 2010","Maturity: Lm ?  range ? - ? cm Max length : 15.0 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 26.4 - 28.2, mean 27.5 °C (based on 573 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00741 (0.00410 - 0.01339), b=3.07 (2.92 - 3.22), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.6   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Psammogobius-biocellatus.html","Psammogobius biocellatus (Valenciennes, 1837)","Sleepy goby","Marine; freshwater; brackish;  benthopelagic; amphidromous (Ref. 51243); depth range 0 - 3 m (Ref. 86942). Tropical; 22°C - 28°C (Ref. 13614)","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 02 July 2016","Maturity: Lm ?  range ? - ? cm Max length : 19.8 cm TL male/unsexed; (Ref. 108711)","Preferred temperature (Ref. 123201): 24.2 - 29.3, mean 28.4 °C (based on 2860 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01047 (0.00632 - 0.01736), b=3.04 (2.90 - 3.18), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Stonogobiops-nematodes.html","Stonogobiops nematodes Hoese & Randall, 1982","Filament-finned prawn-goby","Marine;  reef-associated, usually 15 - 25 m (Ref. 27115). Tropical; 22°C - 25°C (Ref. 27115); 15°N -","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 28 June 2018","Maturity: Lm ?  range ? - ? cm Max length : 6.0 cm SL male/unsexed; (Ref. 48637)","Preferred temperature (Ref. 123201): 27.5 - 29, mean 28.4 °C (based on 160 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5078   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00708 (0.00333 - 0.01504), b=3.09 (2.92 - 3.26), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.3 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Amblygobius-decussatus.html","Amblygobius decussatus (Bleeker, 1855)","Orange-striped goby","Marine; brackish;  reef-associated; depth range 3 - 25 m (Ref. 86942), usually 3 - 25 m (Ref. 27115). Tropical; 22°C - 30°C (Ref. 27115); 25°N -   24°S","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 26 August 2020","Maturity: Lm ?  range ? - ? cm Max length : 9.5 cm SL male/unsexed; (Ref. 48637)","Preferred temperature (Ref. 123201): 26.3 - 29, mean 28 °C (based on 646 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00708 (0.00333 - 0.01504), b=3.09 (2.92 - 3.26), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.7   ±0.24 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 141 [63, 273] mg/100g; Iron = 0.764 [0.378, 1.497] mg/100g; Protein = 18 [16, 20] %; Omega3 = 0.094 [0.040, 0.189] g/100g; Selenium = 23.1 [10.0, 60.8] μg/100g; VitaminA = 122 [30, 456] μg/100g; Zinc = 2.64 [1.69, 3.96] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Bollmannia-communis.html","Bollmannia communis Ginsburg, 1942","Ragged goby","Marine;  demersal; depth range 10 - 120 m (Ref. 92840). Subtropical","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 09 January 2014","Maturity: Lm ?  range ? - ? cm Max length : 12.0 cm SL male/unsexed; (Ref. 92840)","Preferred temperature (Ref. 123201): 20.3 - 27.5, mean 24.7 °C (based on 172 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00708 (0.00333 - 0.01504), b=3.09 (2.92 - 3.26), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.4   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Risor-ruber.html","Risor ruber (Rosén, 1911)","Tusked goby","Marine;  reef-associated. Tropical; - 6°N","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 March 2010","Maturity: Lm ?  range ? - ? cm Max length : 2.5 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 24.4 - 28.2, mean 27.3 °C (based on 599 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01023 (0.00477 - 0.02194), b=3.02 (2.84 - 3.20), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.0   ±0.3 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 380 [164, 1,300] mg/100g; Iron = 1.9 [0.8, 4.2] mg/100g; Protein = 18.1 [15.9, 20.0] %; Omega3 = 0.173 [0.054, 0.544] g/100g; Selenium = 39.5 [11.6, 111.7] μg/100g; VitaminA = 92.7 [17.8, 468.6] μg/100g; Zinc = 4.63 [2.46, 7.75] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Elacatinus-oceanops.html","Elacatinus oceanops Jordan, 1904","Neon goby","Marine;  reef-associated; depth range 1 - 45 m (Ref. 9710), usually 1 - 40 m (Ref. 27115). Subtropical; 21°C - 28°C (Ref. 27115); 28°N -   16°N, 98°W -   61°W","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 March 2010","Maturity: Lm ?  range ? - ? cm Max length : 5.0 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 24.5 - 28, mean 26.7 °C (based on 184 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00794 (0.00436 - 0.01448), b=3.11 (2.95 - 3.27), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.37 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 126 [51, 330] mg/100g; Iron = 1.12 [0.49, 2.30] mg/100g; Protein = 19.1 [17.1, 20.9] %; Omega3 = 0.269 [0.107, 0.594] g/100g; Selenium = 12.4 [4.5, 29.9] μg/100g; VitaminA = 83.9 [20.0, 337.2] μg/100g; Zinc = 1.71 [0.98, 2.85] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Gobiosoma-bosc.html","Gobiosoma bosc (Lacepède, 1800)","Naked goby","Marine; brackish;  demersal. Tropical; 11°C - 33°C (Ref. 97140); 41°N -   24°N","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","","Least Concern (LC) ; Date assessed: 28 February 2019","Maturity: Lm ?  range ? - ? cm Max length : 6.0 cm TL male/unsexed; (Ref. 7251); common length : 4.1 cm TL male/unsexed; (Ref. 12193)","Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Fusigobius-inframaculatus.html","Fusigobius inframaculatus (Randall, 1994)","Innerspotted sandgoby","Marine;  demersal; depth range 2 - 30 m (Ref. 10683). Tropical","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 26 June 2018","Maturity: Lm ?  range ? - ? cm Max length : 4.6 cm SL male/unsexed; (Ref. 10683)","Preferred temperature (Ref. 123201): 24.3 - 29.2, mean 28 °C (based on 2524 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01023 (0.00477 - 0.02194), b=3.02 (2.84 - 3.20), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.2   ±0.3 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 612 [277, 1,651] mg/100g; Iron = 2.06 [1.09, 4.19] mg/100g; Protein = 17.5 [15.6, 19.1] %; Omega3 = 0.27 [0.11, 0.58] g/100g; Selenium = 35.4 [15.8, 79.7] μg/100g; VitaminA = 40.1 [11.1, 133.3] μg/100g; Zinc = 2.71 [1.73, 4.20] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Fusigobius-duospilus.html","Fusigobius duospilus Hoese & Reader, 1985","Barenape goby","Marine;  reef-associated; depth range 1 - 46 m (Ref. 90102). Tropical","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 13 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 6.0 cm TL male/unsexed; (Ref. 2798)","Preferred temperature (Ref. 123201): 24.5 - 28.8, mean 27.5 °C (based on 582 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00708 (0.00333 - 0.01504), b=3.09 (2.92 - 3.26), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.2   ±0.3 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 200 [86, 419] mg/100g; Iron = 0.972 [0.465, 1.935] mg/100g; Protein = 17.8 [15.8, 19.5] %; Omega3 = 0.104 [0.043, 0.215] g/100g; Selenium = 29.2 [12.4, 71.8] μg/100g; VitaminA = 125 [32, 468] μg/100g; Zinc = 2.54 [1.59, 3.87] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Lophogobius-cyprinoides.html","Lophogobius cyprinoides (Pallas, 1770)","Crested goby","Marine; freshwater; brackish;  demersal; amphidromous (Ref. 46888). Tropical; 20°C - 40°C (Ref. 97140); 33°N -   7°N, 98°W -   59°W","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 March 2010","Maturity: Lm ?  range ? - ? cm Max length : 10.0 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 26.1 - 28.3, mean 27.3 °C (based on 458 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01023 (0.00477 - 0.02194), b=3.02 (2.84 - 3.20), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Coryphopterus-personatus.html","Coryphopterus personatus (Jordan & Thompson, 1905)","Masked goby","Marine;  reef-associated; depth range 3 - 46 m (Ref. 13442), usually 3 - 46 m (Ref. 13442). Tropical; 32°N -","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Vulnerable (VU) (A3ce); Date assessed: 22 March 2011","Maturity: Lm ?  range ? - ? cm Max length : 4.0 cm TL male/unsexed; (Ref. 9710)","Preferred temperature (Ref. 123201): 24.9 - 28, mean 27.2 °C (based on 314 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5001   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01023 (0.00477 - 0.02194), b=3.02 (2.84 - 3.20), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.7   ±0.30 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 256 [124, 641] mg/100g; Iron = 1.36 [0.66, 2.67] mg/100g; Protein = 18 [16, 20] %; Omega3 = 0.162 [0.065, 0.356] g/100g; Selenium = 31 [13, 68] μg/100g; VitaminA = 112 [27, 432] μg/100g; Zinc = 3.47 [2.11, 5.34] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Coryphopterus-glaucofraenum.html","Coryphopterus glaucofraenum Gill, 1863","Bridled goby","Marine;  reef-associated; depth range 2 - 45 m (Ref. 9710). Tropical; 37°N -   33°S","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 March 2010","Maturity: Lm ?  range ? - ? cm Max length : 8.0 cm TL male/unsexed; (Ref. 9710)","Preferred temperature (Ref. 123201): 24.4 - 28, mean 27 °C (based on 254 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5001   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00759 (0.00466 - 0.01235), b=3.04 (2.90 - 3.18), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.7   ±0.4 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 166 [74, 326] mg/100g; Iron = 0.879 [0.427, 1.743] mg/100g; Protein = 17.7 [15.7, 19.4] %; Omega3 = 0.0941 [, ] g/100g; Selenium = 28.8 [13.0, 66.9] μg/100g; VitaminA = 115 [28, 450] μg/100g; Zinc = 2.44 [1.56, 3.66] mg/100g (wet weight);"
